id	camera_l	semantic	depth	qw	qx	qy	qz	tx	ty	tz
39	JPEGImages/000001_040.jpg	SegmentationClass/000001_040.png	Depth/depth_39.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
40	JPEGImages/000001_041.jpg	SegmentationClass/000001_041.png	Depth/depth_40.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
41	JPEGImages/000001_042.jpg	SegmentationClass/000001_042.png	Depth/depth_41.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
42	JPEGImages/000001_043.jpg	SegmentationClass/000001_043.png	Depth/depth_42.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
43	JPEGImages/000001_044.jpg	SegmentationClass/000001_044.png	Depth/depth_43.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
44	JPEGImages/000001_045.jpg	SegmentationClass/000001_045.png	Depth/depth_44.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
45	JPEGImages/000001_046.jpg	SegmentationClass/000001_046.png	Depth/depth_45.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
46	JPEGImages/000001_047.jpg	SegmentationClass/000001_047.png	Depth/depth_46.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
47	JPEGImages/000001_048.jpg	SegmentationClass/000001_048.png	Depth/depth_47.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
48	JPEGImages/000001_049.jpg	SegmentationClass/000001_049.png	Depth/depth_48.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
49	JPEGImages/000001_050.jpg	SegmentationClass/000001_050.png	Depth/depth_49.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
50	JPEGImages/000001_051.jpg	SegmentationClass/000001_051.png	Depth/depth_50.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
51	JPEGImages/000001_052.jpg	SegmentationClass/000001_052.png	Depth/depth_51.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
52	JPEGImages/000001_053.jpg	SegmentationClass/000001_053.png	Depth/depth_52.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
53	JPEGImages/000001_054.jpg	SegmentationClass/000001_054.png	Depth/depth_53.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
54	JPEGImages/000001_055.jpg	SegmentationClass/000001_055.png	Depth/depth_54.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
55	JPEGImages/000001_056.jpg	SegmentationClass/000001_056.png	Depth/depth_55.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
56	JPEGImages/000001_057.jpg	SegmentationClass/000001_057.png	Depth/depth_56.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
57	JPEGImages/000001_058.jpg	SegmentationClass/000001_058.png	Depth/depth_57.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
58	JPEGImages/000001_059.jpg	SegmentationClass/000001_059.png	Depth/depth_58.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
59	JPEGImages/000001_060.jpg	SegmentationClass/000001_060.png	Depth/depth_59.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
60	JPEGImages/000001_061.jpg	SegmentationClass/000001_061.png	Depth/depth_60.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
61	JPEGImages/000001_062.jpg	SegmentationClass/000001_062.png	Depth/depth_61.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
62	JPEGImages/000001_063.jpg	SegmentationClass/000001_063.png	Depth/depth_62.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
63	JPEGImages/000001_064.jpg	SegmentationClass/000001_064.png	Depth/depth_63.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
64	JPEGImages/000001_065.jpg	SegmentationClass/000001_065.png	Depth/depth_64.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
65	JPEGImages/000001_066.jpg	SegmentationClass/000001_066.png	Depth/depth_65.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
66	JPEGImages/000001_067.jpg	SegmentationClass/000001_067.png	Depth/depth_66.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
67	JPEGImages/000001_068.jpg	SegmentationClass/000001_068.png	Depth/depth_67.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
68	JPEGImages/000001_069.jpg	SegmentationClass/000001_069.png	Depth/depth_68.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
69	JPEGImages/000001_070.jpg	SegmentationClass/000001_070.png	Depth/depth_69.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
70	JPEGImages/000001_071.jpg	SegmentationClass/000001_071.png	Depth/depth_70.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
71	JPEGImages/000001_072.jpg	SegmentationClass/000001_072.png	Depth/depth_71.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
72	JPEGImages/000001_073.jpg	SegmentationClass/000001_073.png	Depth/depth_72.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
73	JPEGImages/000001_074.jpg	SegmentationClass/000001_074.png	Depth/depth_73.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
74	JPEGImages/000001_075.jpg	SegmentationClass/000001_075.png	Depth/depth_74.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
75	JPEGImages/000001_076.jpg	SegmentationClass/000001_076.png	Depth/depth_75.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
76	JPEGImages/000001_077.jpg	SegmentationClass/000001_077.png	Depth/depth_76.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
77	JPEGImages/000001_078.jpg	SegmentationClass/000001_078.png	Depth/depth_77.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
78	JPEGImages/000001_079.jpg	SegmentationClass/000001_079.png	Depth/depth_78.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
79	JPEGImages/000001_080.jpg	SegmentationClass/000001_080.png	Depth/depth_79.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
80	JPEGImages/000001_081.jpg	SegmentationClass/000001_081.png	Depth/depth_80.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
81	JPEGImages/000001_082.jpg	SegmentationClass/000001_082.png	Depth/depth_81.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
82	JPEGImages/000001_083.jpg	SegmentationClass/000001_083.png	Depth/depth_82.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
83	JPEGImages/000001_084.jpg	SegmentationClass/000001_084.png	Depth/depth_83.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
84	JPEGImages/000001_085.jpg	SegmentationClass/000001_085.png	Depth/depth_84.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
85	JPEGImages/000001_086.jpg	SegmentationClass/000001_086.png	Depth/depth_85.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
86	JPEGImages/000001_087.jpg	SegmentationClass/000001_087.png	Depth/depth_86.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
87	JPEGImages/000001_088.jpg	SegmentationClass/000001_088.png	Depth/depth_87.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
88	JPEGImages/000001_089.jpg	SegmentationClass/000001_089.png	Depth/depth_88.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
89	JPEGImages/000001_090.jpg	SegmentationClass/000001_090.png	Depth/depth_89.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
90	JPEGImages/000001_091.jpg	SegmentationClass/000001_091.png	Depth/depth_90.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
91	JPEGImages/000001_092.jpg	SegmentationClass/000001_092.png	Depth/depth_91.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
92	JPEGImages/000001_093.jpg	SegmentationClass/000001_093.png	Depth/depth_92.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
93	JPEGImages/000001_094.jpg	SegmentationClass/000001_094.png	Depth/depth_93.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
94	JPEGImages/000001_095.jpg	SegmentationClass/000001_095.png	Depth/depth_94.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
95	JPEGImages/000001_096.jpg	SegmentationClass/000001_096.png	Depth/depth_95.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
96	JPEGImages/000001_097.jpg	SegmentationClass/000001_097.png	Depth/depth_96.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
97	JPEGImages/000001_098.jpg	SegmentationClass/000001_098.png	Depth/depth_97.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
98	JPEGImages/000001_099.jpg	SegmentationClass/000001_099.png	Depth/depth_98.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
99	JPEGImages/000001_100.jpg	SegmentationClass/000001_100.png	Depth/depth_99.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100	JPEGImages/000001_101.jpg	SegmentationClass/000001_101.png	Depth/depth_100.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
101	JPEGImages/000001_102.jpg	SegmentationClass/000001_102.png	Depth/depth_101.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
102	JPEGImages/000001_103.jpg	SegmentationClass/000001_103.png	Depth/depth_102.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
103	JPEGImages/000001_104.jpg	SegmentationClass/000001_104.png	Depth/depth_103.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
104	JPEGImages/000001_105.jpg	SegmentationClass/000001_105.png	Depth/depth_104.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
105	JPEGImages/000001_106.jpg	SegmentationClass/000001_106.png	Depth/depth_105.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
106	JPEGImages/000001_107.jpg	SegmentationClass/000001_107.png	Depth/depth_106.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
107	JPEGImages/000001_108.jpg	SegmentationClass/000001_108.png	Depth/depth_107.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
108	JPEGImages/000001_109.jpg	SegmentationClass/000001_109.png	Depth/depth_108.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
109	JPEGImages/000001_110.jpg	SegmentationClass/000001_110.png	Depth/depth_109.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
110	JPEGImages/000001_111.jpg	SegmentationClass/000001_111.png	Depth/depth_110.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
111	JPEGImages/000001_112.jpg	SegmentationClass/000001_112.png	Depth/depth_111.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
112	JPEGImages/000001_113.jpg	SegmentationClass/000001_113.png	Depth/depth_112.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
113	JPEGImages/000001_114.jpg	SegmentationClass/000001_114.png	Depth/depth_113.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
114	JPEGImages/000001_115.jpg	SegmentationClass/000001_115.png	Depth/depth_114.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
115	JPEGImages/000001_116.jpg	SegmentationClass/000001_116.png	Depth/depth_115.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
116	JPEGImages/000001_117.jpg	SegmentationClass/000001_117.png	Depth/depth_116.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
117	JPEGImages/000001_118.jpg	SegmentationClass/000001_118.png	Depth/depth_117.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
118	JPEGImages/000001_119.jpg	SegmentationClass/000001_119.png	Depth/depth_118.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
119	JPEGImages/000001_120.jpg	SegmentationClass/000001_120.png	Depth/depth_119.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
120	JPEGImages/000001_121.jpg	SegmentationClass/000001_121.png	Depth/depth_120.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
121	JPEGImages/000001_122.jpg	SegmentationClass/000001_122.png	Depth/depth_121.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
122	JPEGImages/000001_123.jpg	SegmentationClass/000001_123.png	Depth/depth_122.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
123	JPEGImages/000001_124.jpg	SegmentationClass/000001_124.png	Depth/depth_123.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
124	JPEGImages/000001_125.jpg	SegmentationClass/000001_125.png	Depth/depth_124.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
125	JPEGImages/000002_001.jpg	SegmentationClass/000002_001.png	Depth/depth_125.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
126	JPEGImages/000002_002.jpg	SegmentationClass/000002_002.png	Depth/depth_126.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
127	JPEGImages/000002_003.jpg	SegmentationClass/000002_003.png	Depth/depth_127.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
128	JPEGImages/000002_004.jpg	SegmentationClass/000002_004.png	Depth/depth_128.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
129	JPEGImages/000002_005.jpg	SegmentationClass/000002_005.png	Depth/depth_129.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
130	JPEGImages/000002_006.jpg	SegmentationClass/000002_006.png	Depth/depth_130.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
131	JPEGImages/000002_007.jpg	SegmentationClass/000002_007.png	Depth/depth_131.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
132	JPEGImages/000002_008.jpg	SegmentationClass/000002_008.png	Depth/depth_132.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
133	JPEGImages/000002_009.jpg	SegmentationClass/000002_009.png	Depth/depth_133.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
134	JPEGImages/000002_010.jpg	SegmentationClass/000002_010.png	Depth/depth_134.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
135	JPEGImages/000002_011.jpg	SegmentationClass/000002_011.png	Depth/depth_135.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
136	JPEGImages/000002_012.jpg	SegmentationClass/000002_012.png	Depth/depth_136.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
137	JPEGImages/000002_013.jpg	SegmentationClass/000002_013.png	Depth/depth_137.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
138	JPEGImages/000002_014.jpg	SegmentationClass/000002_014.png	Depth/depth_138.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
139	JPEGImages/000002_015.jpg	SegmentationClass/000002_015.png	Depth/depth_139.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
140	JPEGImages/000002_016.jpg	SegmentationClass/000002_016.png	Depth/depth_140.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
141	JPEGImages/000002_017.jpg	SegmentationClass/000002_017.png	Depth/depth_141.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
142	JPEGImages/000002_018.jpg	SegmentationClass/000002_018.png	Depth/depth_142.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
143	JPEGImages/000002_019.jpg	SegmentationClass/000002_019.png	Depth/depth_143.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
144	JPEGImages/000002_020.jpg	SegmentationClass/000002_020.png	Depth/depth_144.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
145	JPEGImages/000002_021.jpg	SegmentationClass/000002_021.png	Depth/depth_145.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
146	JPEGImages/000002_022.jpg	SegmentationClass/000002_022.png	Depth/depth_146.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
147	JPEGImages/000002_023.jpg	SegmentationClass/000002_023.png	Depth/depth_147.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
148	JPEGImages/000002_024.jpg	SegmentationClass/000002_024.png	Depth/depth_148.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
149	JPEGImages/000002_025.jpg	SegmentationClass/000002_025.png	Depth/depth_149.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
150	JPEGImages/000002_026.jpg	SegmentationClass/000002_026.png	Depth/depth_150.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
151	JPEGImages/000002_027.jpg	SegmentationClass/000002_027.png	Depth/depth_151.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
152	JPEGImages/000002_028.jpg	SegmentationClass/000002_028.png	Depth/depth_152.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
153	JPEGImages/000002_029.jpg	SegmentationClass/000002_029.png	Depth/depth_153.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
154	JPEGImages/000002_030.jpg	SegmentationClass/000002_030.png	Depth/depth_154.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
155	JPEGImages/000002_031.jpg	SegmentationClass/000002_031.png	Depth/depth_155.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
156	JPEGImages/000002_032.jpg	SegmentationClass/000002_032.png	Depth/depth_156.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
157	JPEGImages/000002_033.jpg	SegmentationClass/000002_033.png	Depth/depth_157.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
158	JPEGImages/000002_034.jpg	SegmentationClass/000002_034.png	Depth/depth_158.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
159	JPEGImages/000002_035.jpg	SegmentationClass/000002_035.png	Depth/depth_159.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
160	JPEGImages/000002_036.jpg	SegmentationClass/000002_036.png	Depth/depth_160.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
161	JPEGImages/000002_037.jpg	SegmentationClass/000002_037.png	Depth/depth_161.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
162	JPEGImages/000002_038.jpg	SegmentationClass/000002_038.png	Depth/depth_162.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
163	JPEGImages/000002_039.jpg	SegmentationClass/000002_039.png	Depth/depth_163.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
164	JPEGImages/000002_040.jpg	SegmentationClass/000002_040.png	Depth/depth_164.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
165	JPEGImages/000002_041.jpg	SegmentationClass/000002_041.png	Depth/depth_165.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
166	JPEGImages/000002_042.jpg	SegmentationClass/000002_042.png	Depth/depth_166.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
167	JPEGImages/000002_043.jpg	SegmentationClass/000002_043.png	Depth/depth_167.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
168	JPEGImages/000002_044.jpg	SegmentationClass/000002_044.png	Depth/depth_168.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
169	JPEGImages/000002_045.jpg	SegmentationClass/000002_045.png	Depth/depth_169.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
170	JPEGImages/000002_046.jpg	SegmentationClass/000002_046.png	Depth/depth_170.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
171	JPEGImages/000002_047.jpg	SegmentationClass/000002_047.png	Depth/depth_171.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
172	JPEGImages/000002_048.jpg	SegmentationClass/000002_048.png	Depth/depth_172.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
173	JPEGImages/000002_049.jpg	SegmentationClass/000002_049.png	Depth/depth_173.npy	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
