id	camera_l	qw	qx	qy	qz	tx	ty	tz
357	traj_0002/img/image_1_1662.png	0.999906	0.001056	0.013602	0.001570	-0.073032	-0.127933	-0.228759
360	traj_0002/img/image_1_1665.png	0.999971	-0.000313	0.007602	-0.000375	-0.015964	-0.108916	-0.227431
363	traj_0002/img/image_1_1668.png	0.999946	0.004839	0.009159	-0.001228	0.035284	-0.087209	-0.216958
366	traj_0002/img/image_1_1671.png	0.999950	0.004220	0.008970	-0.001305	0.086116	-0.068802	-0.191394
369	traj_0002/img/image_1_1674.png	0.999879	0.012797	0.007966	-0.003740	0.199501	-0.067523	-0.210265
372	traj_0002/img/image_1_1677.png	0.999711	0.022661	0.006972	-0.003879	0.203411	-0.032001	-0.108705
375	traj_0002/img/image_1_1680.png	0.999648	0.022261	0.014209	-0.002426	0.452923	-0.041159	-0.089456
378	traj_0002/img/image_1_1683.png	0.999712	0.003893	0.023133	0.005148	0.583614	-0.027092	0.073225
381	traj_0002/img/image_1_1686.png	0.999711	-0.001357	0.022717	0.007805	0.707545	-0.021235	0.295183
384	traj_0002/img/image_1_1689.png	0.999913	-0.000559	0.012289	0.004718	0.479790	-0.015503	0.293499
387	traj_0002/img/image_1_1692.png	0.999897	-0.001139	0.013560	0.004546	0.518962	-0.017511	0.373649
390	traj_0002/img/image_1_1695.png	0.999957	-0.000095	0.008338	0.004138	0.555987	-0.020569	0.453990
393	traj_0002/img/image_1_1698.png	0.999995	-0.000248	-0.001284	0.002870	0.583178	-0.022533	0.516637
396	traj_0002/img/image_1_1701.png	0.999997	0.000618	0.001609	0.001558	0.639479	-0.024449	0.583460
399	traj_0002/img/image_1_1704.png	0.999997	0.000164	0.002155	0.000902	0.904627	-0.030934	0.876764
402	traj_0002/img/image_1_1707.png	0.999983	0.005240	0.002535	0.000311	0.981379	-0.031023	1.035571
405	traj_0002/img/image_1_1710.png	0.999984	0.004003	0.003016	-0.002685	1.022526	-0.019688	1.154448
408	traj_0002/img/image_1_1713.png	0.999723	0.002384	0.017128	-0.015947	1.072279	-0.004891	1.248066
411	traj_0002/img/image_1_1716.png	0.999714	0.001870	0.020555	-0.012090	0.819546	0.030267	0.995820
414	traj_0002/img/image_1_1719.png	0.999645	0.001406	0.025197	-0.008511	1.102004	0.076413	1.406726
417	traj_0002/img/image_1_1722.png	0.999883	-0.000308	0.015255	-0.001332	0.798547	0.076784	1.100446
420	traj_0002/img/image_1_1725.png	0.999911	-0.000486	0.013293	0.000910	0.821326	0.083788	1.183663
423	traj_0002/img/image_1_1728.png	0.999951	-0.001000	0.009671	0.001801	0.830661	0.085094	1.247875
426	traj_0002/img/image_1_1731.png	0.999971	0.001263	0.005983	0.004445	1.123557	0.111350	1.734430
429	traj_0002/img/image_1_1734.png	0.999985	-0.000493	0.003733	0.004014	0.877065	0.081915	1.393459
432	traj_0002/img/image_1_1737.png	0.999834	0.013105	0.011409	0.005392	1.513062	0.128562	2.484681
435	traj_0002/img/image_1_1740.png	0.999808	0.014105	0.012692	0.004878	1.544682	0.172102	2.686637
438	traj_0002/img/image_1_1743.png	0.999976	-0.000975	0.006451	0.002530	1.235320	0.173681	2.273186
441	traj_0002/img/image_1_1746.png	0.999991	0.002072	0.002078	-0.003184	0.948045	0.117493	1.783854
