id	camera_l	qw	qx	qy	qz	tx	ty	tz
93	traj_0000/img/image_1_931.png	0.999782	-0.000727	0.000721	0.020848	0.047428	0.101073	0.042809
96	traj_0000/img/image_1_934.png	0.999823	-0.001422	0.005046	0.018054	0.039561	0.077606	0.020427
99	traj_0000/img/image_1_937.png	0.999730	-0.001214	0.008231	0.021697	0.043566	0.078771	0.017818
102	traj_0000/img/image_1_940.png	0.999689	-0.000648	0.007833	0.023671	0.050880	0.077993	0.024922
105	traj_0000/img/image_1_943.png	0.999747	0.000022	0.003145	0.022291	0.057098	0.074112	0.028651
108	traj_0000/img/image_1_946.png	0.999611	0.000043	0.002022	0.027816	0.094998	0.096987	0.037228
111	traj_0000/img/image_1_949.png	0.999631	0.000792	0.001645	0.027103	0.111456	0.091380	0.022761
114	traj_0000/img/image_1_952.png	0.999460	-0.001848	0.001974	0.032741	0.127915	0.087877	0.017389
117	traj_0000/img/image_1_955.png	0.999691	-0.001350	0.001862	0.024758	0.109681	0.059108	0.015849
120	traj_0000/img/image_1_958.png	0.999551	-0.005182	0.006553	0.028764	0.157739	0.070030	0.016752
123	traj_0000/img/image_1_961.png	0.999810	-0.001505	0.006090	0.018464	0.130180	0.047310	0.006434
126	traj_0000/img/image_1_964.png	0.999833	-0.001369	0.007679	0.016528	0.142859	0.042968	0.005289
129	traj_0000/img/image_1_967.png	0.999708	-0.001949	0.010788	0.021530	0.205840	0.052638	0.011093
132	traj_0000/img/image_1_970.png	0.999865	-0.002658	0.007438	0.014404	0.171657	0.033238	0.020106
135	traj_0000/img/image_1_973.png	0.999912	-0.002521	0.008026	0.010232	0.186351	0.028114	0.029052
138	traj_0000/img/image_1_976.png	0.999929	-0.003624	0.008725	0.007205	0.201465	0.025174	0.035880
141	traj_0000/img/image_1_979.png	0.999935	-0.005687	0.008750	0.004523	0.213028	0.022310	0.042076
144	traj_0000/img/image_1_982.png	0.999963	-0.007417	0.003502	0.002503	0.234788	0.022632	0.050167
147	traj_0000/img/image_1_985.png	0.999989	-0.003769	-0.001988	0.002041	0.253670	0.025296	0.059883
150	traj_0000/img/image_1_988.png	0.999998	0.000871	-0.000906	0.001637	0.270041	0.028819	0.068973
153	traj_0000/img/image_1_991.png	0.999999	0.000612	-0.001106	0.000367	0.280206	0.031135	0.075798
156	traj_0000/img/image_1_994.png	0.999999	0.001244	-0.000600	0.000490	0.301035	0.035195	0.081959
159	traj_0000/img/image_1_997.png	0.999994	0.001149	0.003387	0.000206	0.314863	0.039315	0.084377
162	traj_0000/img/image_1_1000.png	0.999957	0.001109	0.009187	0.000673	0.328080	0.042302	0.089194
165	traj_0000/img/image_1_1003.png	0.999992	0.000311	0.003789	0.000814	0.335792	0.043353	0.101287
168	traj_0000/img/image_1_1006.png	0.999996	0.001864	-0.001861	0.000841	0.357645	0.046226	0.119548
171	traj_0000/img/image_1_1009.png	0.999975	0.006135	-0.001006	0.003327	0.372460	0.048792	0.131389
174	traj_0000/img/image_1_1012.png	0.999883	0.000144	-0.001172	0.015244	0.386744	0.049834	0.140000
177	traj_0000/img/image_1_1015.png	0.999560	-0.007288	-0.001563	0.028707	0.393383	0.038968	0.141141
180	traj_0000/img/image_1_1018.png	0.999254	-0.016165	-0.003147	0.034936	0.416547	0.014930	0.146626
183	traj_0000/img/image_1_1021.png	0.999385	-0.010452	-0.002054	0.033414	0.429395	-0.014440	0.145782
186	traj_0000/img/image_1_1024.png	0.999619	-0.000509	-0.001319	0.027571	0.441535	-0.041693	0.147857
189	traj_0000/img/image_1_1027.png	0.999688	-0.002504	-0.000881	0.024818	0.452171	-0.063423	0.146133
192	traj_0000/img/image_1_1030.png	0.999658	-0.007878	0.001231	0.024911	0.453690	-0.081511	0.147117
195	traj_0000/img/image_1_1033.png	0.999223	-0.021390	0.003065	0.032951	0.634975	-0.141202	0.215083
198	traj_0000/img/image_1_1036.png	0.999729	-0.011600	0.002155	0.020052	0.472039	-0.134511	0.164565
201	traj_0000/img/image_1_1039.png	0.999546	-0.010785	0.003589	0.027907	0.818239	-0.247180	0.283440
204	traj_0000/img/image_1_1042.png	0.999817	-0.004751	0.003943	0.018096	0.675785	-0.223478	0.229857
207	traj_0000/img/image_1_1045.png	0.999869	-0.006456	0.003258	0.014463	0.504848	-0.174038	0.170081
210	traj_0000/img/image_1_1048.png	0.999651	-0.013838	0.006927	0.021407	0.709167	-0.245448	0.237935
213	traj_0000/img/image_1_1051.png	0.999607	-0.015622	0.007814	0.021904	0.715910	-0.259788	0.240549
216	traj_0000/img/image_1_1054.png	0.999781	-0.009168	0.004845	0.018191	0.550920	-0.211849	0.185832
219	traj_0000/img/image_1_1057.png	0.999508	-0.012195	0.003704	0.028669	0.744601	-0.289484	0.252371
222	traj_0000/img/image_1_1060.png	0.999265	-0.019972	-0.001708	0.032678	0.772757	-0.318770	0.267687
225	traj_0000/img/image_1_1063.png	0.999580	-0.016722	-0.000280	0.023665	0.574919	-0.260435	0.190725
228	traj_0000/img/image_1_1066.png	0.999597	-0.016322	-0.001078	0.023206	0.596105	-0.282523	0.186990
231	traj_0000/img/image_1_1069.png	0.999580	-0.016688	-0.003349	0.023458	0.606053	-0.297312	0.178798
234	traj_0000/img/image_1_1072.png	0.999444	-0.020278	-0.005452	0.025897	0.614040	-0.311329	0.168015
237	traj_0000/img/image_1_1075.png	0.999381	-0.021775	-0.005312	0.027119	0.607957	-0.319956	0.153082
240	traj_0000/img/image_1_1078.png	0.999320	-0.022990	-0.005628	0.028267	0.624877	-0.341086	0.147122
243	traj_0000/img/image_1_1081.png	0.999458	-0.016178	-0.001765	0.028617	0.625797	-0.353931	0.136101
246	traj_0000/img/image_1_1084.png	0.999504	-0.012767	-0.000404	0.028771	0.626428	-0.364918	0.134369
249	traj_0000/img/image_1_1087.png	0.999527	-0.012284	-0.001361	0.028156	0.614148	-0.368205	0.132390
252	traj_0000/img/image_1_1090.png	0.999128	-0.017754	-0.001424	0.037768	0.847184	-0.510451	0.177637
255	traj_0000/img/image_1_1093.png	0.999159	-0.018217	-0.000272	0.036732	0.836956	-0.520532	0.167280
258	traj_0000/img/image_1_1096.png	0.999434	-0.013366	-0.000311	0.030876	0.634824	-0.410269	0.124713
261	traj_0000/img/image_1_1099.png	0.999303	-0.012938	-0.002157	0.034952	0.633637	-0.420911	0.128504
264	traj_0000/img/image_1_1102.png	0.999237	-0.014191	-0.003648	0.036198	0.618681	-0.428960	0.129468
267	traj_0000/img/image_1_1105.png	0.999215	-0.014140	-0.004248	0.036755	0.627981	-0.455996	0.137783
270	traj_0000/img/image_1_1108.png	0.999316	-0.013916	-0.004413	0.033981	0.623903	-0.476333	0.138558
273	traj_0000/img/image_1_1111.png	0.999382	-0.013762	-0.005060	0.031954	0.622990	-0.492855	0.138093
276	traj_0000/img/image_1_1114.png	0.999370	-0.015201	-0.007557	0.031170	0.610683	-0.496915	0.131929
279	traj_0000/img/image_1_1117.png	0.999258	-0.017648	-0.009333	0.032929	0.623184	-0.520476	0.126663
282	traj_0000/img/image_1_1120.png	0.999295	-0.017328	-0.009320	0.031960	0.621534	-0.537051	0.113269
285	traj_0000/img/image_1_1123.png	0.999316	-0.017457	-0.009130	0.031306	0.619117	-0.550267	0.097788
288	traj_0000/img/image_1_1126.png	0.999338	-0.016247	-0.008202	0.031496	0.603156	-0.550389	0.079205
291	traj_0000/img/image_1_1129.png	0.999213	-0.017554	-0.008267	0.034589	0.609570	-0.572191	0.067893
294	traj_0000/img/image_1_1132.png	0.997634	-0.027554	-0.011572	0.061906	1.009661	-0.953044	0.105049
297	traj_0000/img/image_1_1135.png	0.999097	-0.014576	-0.005768	0.039497	0.572441	-0.607507	0.048461
300	traj_0000/img/image_1_1138.png	0.999067	-0.015387	-0.005460	0.039993	0.553282	-0.623183	0.048244
303	traj_0000/img/image_1_1141.png	0.999084	-0.016025	-0.005450	0.039304	0.522732	-0.624571	0.047126
306	traj_0000/img/image_1_1144.png	0.999054	-0.017208	-0.006268	0.039431	0.513087	-0.650231	0.045491
309	traj_0000/img/image_1_1147.png	0.999072	-0.016587	-0.005319	0.039383	0.493020	-0.661507	0.037170
312	traj_0000/img/image_1_1150.png	0.999069	-0.016044	-0.005557	0.039653	0.473014	-0.670599	0.029626
315	traj_0000/img/image_1_1153.png	0.997657	-0.028169	-0.009672	0.061598	0.766767	-1.110020	0.047608
318	traj_0000/img/image_1_1156.png	0.998050	-0.027802	-0.009698	0.055040	0.717493	-1.119941	0.026673
321	traj_0000/img/image_1_1159.png	0.998626	-0.027700	-0.012239	0.042767	0.538366	-0.891659	0.010737
324	traj_0000/img/image_1_1162.png	0.999249	-0.021280	-0.008664	0.031206	0.387869	-0.672832	-0.009083
327	traj_0000/img/image_1_1165.png	0.999214	-0.020712	-0.009207	0.032523	0.371231	-0.649739	-0.015577
330	traj_0000/img/image_1_1168.png	0.999205	-0.020622	-0.010054	0.032602	0.367126	-0.652811	-0.020407
333	traj_0000/img/image_1_1171.png	0.998723	-0.023377	-0.010545	0.043517	0.483271	-0.850785	-0.033289
336	traj_0000/img/image_1_1174.png	0.999327	-0.016979	-0.007215	0.031692	0.333827	-0.612259	-0.037781
339	traj_0000/img/image_1_1177.png	0.998192	-0.027310	-0.010915	0.052417	0.568605	-0.995408	-0.059408
342	traj_0000/img/image_1_1180.png	0.999324	-0.016761	-0.006335	0.032105	0.323491	-0.585760	-0.039984
345	traj_0000/img/image_1_1183.png	0.999306	-0.017841	-0.007136	0.031924	0.318649	-0.570796	-0.034442
348	traj_0000/img/image_1_1186.png	0.999360	-0.015809	-0.006427	0.031440	0.312842	-0.553991	-0.031584
351	traj_0000/img/image_1_1189.png	0.999427	-0.014042	-0.006040	0.030208	0.302910	-0.526573	-0.024243
354	traj_0000/img/image_1_1192.png	0.998972	-0.018908	-0.008189	0.040367	0.418902	-0.689611	-0.009689
357	traj_0000/img/image_1_1195.png	0.999013	-0.019552	-0.009057	0.038834	0.413655	-0.653717	0.016131
360	traj_0000/img/image_1_1198.png	0.997932	-0.032185	-0.015760	0.053364	0.642446	-0.921213	0.071271
363	traj_0000/img/image_1_1201.png	0.999567	-0.015002	-0.007280	0.024226	0.318330	-0.450404	0.033152
366	traj_0000/img/image_1_1204.png	0.999735	-0.007831	-0.005965	0.020822	0.325459	-0.431484	0.036425
369	traj_0000/img/image_1_1207.png	0.999516	-0.004241	-0.005698	0.030281	0.448393	-0.535484	0.063687
372	traj_0000/img/image_1_1210.png	0.999608	-0.006460	-0.003711	0.026979	0.347276	-0.389993	0.071203
375	traj_0000/img/image_1_1213.png	0.999592	-0.007818	-0.005205	0.026982	0.354329	-0.380066	0.093888
378	traj_0000/img/image_1_1216.png	0.999604	-0.009159	-0.006282	0.025862	0.361892	-0.372145	0.113057
381	traj_0000/img/image_1_1219.png	0.999749	-0.005093	-0.004163	0.021404	0.362539	-0.357881	0.121834
384	traj_0000/img/image_1_1222.png	0.999780	0.001746	-0.002359	0.020750	0.380758	-0.355094	0.133363
387	traj_0000/img/image_1_1225.png	0.999749	0.000108	-0.003476	0.022129	0.391999	-0.346433	0.150060
390	traj_0000/img/image_1_1228.png	0.999722	0.000195	-0.004103	0.023220	0.401676	-0.341833	0.170547
393	traj_0000/img/image_1_1231.png	0.999734	0.000270	-0.005992	0.022251	0.402011	-0.334160	0.186979
396	traj_0000/img/image_1_1234.png	0.999799	0.001474	-0.005341	0.019288	0.420074	-0.342205	0.205164
399	traj_0000/img/image_1_1237.png	0.999790	0.000538	-0.006339	0.019491	0.583405	-0.456313	0.294331
402	traj_0000/img/image_1_1240.png	0.999919	-0.002346	-0.006342	0.010761	0.441129	-0.335089	0.228543
405	traj_0000/img/image_1_1243.png	0.999876	-0.008643	-0.008924	0.009658	0.466288	-0.340839	0.240892
408	traj_0000/img/image_1_1246.png	0.999735	-0.012574	-0.012366	0.014792	0.639462	-0.444818	0.325213
411	traj_0000/img/image_1_1249.png	0.999884	-0.000456	-0.009156	0.012139	0.497856	-0.339048	0.242023
414	traj_0000/img/image_1_1252.png	0.999913	-0.001164	-0.006801	0.011283	0.508032	-0.336835	0.248909
417	traj_0000/img/image_1_1255.png	0.999929	-0.000227	-0.006414	0.010072	0.516173	-0.334046	0.253114
420	traj_0000/img/image_1_1258.png	0.999918	-0.006798	-0.005918	0.009047	0.512826	-0.323728	0.253149
423	traj_0000/img/image_1_1261.png	0.999905	-0.009757	-0.003956	0.008947	0.529921	-0.328740	0.259314
426	traj_0000/img/image_1_1264.png	0.999862	-0.012148	-0.002834	0.010935	0.720205	-0.434089	0.345693
429	traj_0000/img/image_1_1267.png	0.999957	-0.004198	-0.003006	0.007654	0.530838	-0.312972	0.252020
432	traj_0000/img/image_1_1270.png	0.999961	-0.003857	-0.002238	0.007618	0.544338	-0.309892	0.261369
435	traj_0000/img/image_1_1273.png	0.999977	-0.001667	-0.001829	0.006356	0.546821	-0.300809	0.261539
438	traj_0000/img/image_1_1276.png	0.999977	-0.001615	-0.001208	0.006462	0.549736	-0.289270	0.259429
441	traj_0000/img/image_1_1279.png	0.999975	-0.001450	-0.000501	0.006960	0.541869	-0.272368	0.251743
444	traj_0000/img/image_1_1282.png	0.999957	-0.001512	-0.000847	0.009096	0.557370	-0.268582	0.255923
447	traj_0000/img/image_1_1285.png	0.999936	-0.001574	-0.000630	0.011213	0.561085	-0.262223	0.256849
450	traj_0000/img/image_1_1288.png	0.999926	-0.000211	-0.001717	0.012007	0.564223	-0.258181	0.261387
453	traj_0000/img/image_1_1291.png	0.999925	-0.000641	-0.000948	0.012170	0.554736	-0.250793	0.256034
456	traj_0000/img/image_1_1294.png	0.999912	-0.003667	-0.000571	0.012723	0.566316	-0.254688	0.258456
459	traj_0000/img/image_1_1297.png	0.999896	-0.007384	-0.000647	0.012360	0.568123	-0.256299	0.255448
462	traj_0000/img/image_1_1300.png	0.999901	-0.006179	-0.001702	0.012529	0.570800	-0.257351	0.252342
465	traj_0000/img/image_1_1303.png	0.999841	-0.008838	-0.001648	0.015432	0.758772	-0.336511	0.328270
468	traj_0000/img/image_1_1306.png	0.999935	-0.005513	-0.001086	0.009914	0.578604	-0.256445	0.239174
471	traj_0000/img/image_1_1309.png	0.999928	-0.005393	-0.001381	0.010649	0.770211	-0.327973	0.302401
474	traj_0000/img/image_1_1312.png	0.999964	-0.002651	-0.003476	0.007251	0.589159	-0.240387	0.219044
477	traj_0000/img/image_1_1315.png	0.999960	-0.004607	-0.000997	0.007586	0.596769	-0.231746	0.206910
480	traj_0000/img/image_1_1318.png	0.999942	-0.004331	-0.001169	0.009804	0.590997	-0.219349	0.190050
483	traj_0000/img/image_1_1321.png	0.999539	-0.013469	-0.003459	0.026975	1.015196	-0.353262	0.298462
486	traj_0000/img/image_1_1324.png	0.998901	-0.019269	-0.001549	0.042703	1.236397	-0.427543	0.313503
489	traj_0000/img/image_1_1327.png	0.999473	-0.011060	-0.000856	0.030511	0.815092	-0.311851	0.179394
492	traj_0000/img/image_1_1330.png	0.999116	-0.016473	-0.002159	0.038614	1.035101	-0.405252	0.204422
495	traj_0000/img/image_1_1333.png	0.999587	-0.013385	-0.003159	0.025239	0.621900	-0.262964	0.109060
498	traj_0000/img/image_1_1336.png	0.999431	-0.016864	-0.004340	0.028900	0.622078	-0.271575	0.097992
501	traj_0000/img/image_1_1339.png	0.998830	-0.021064	-0.006169	0.043099	0.820921	-0.367175	0.116827
504	traj_0000/img/image_1_1342.png	0.999186	-0.016378	-0.004898	0.036538	0.613677	-0.300546	0.077407
507	traj_0000/img/image_1_1345.png	0.999188	-0.014268	-0.004343	0.037433	0.602062	-0.315097	0.072499
510	traj_0000/img/image_1_1348.png	0.997937	-0.022562	-0.006036	0.059809	0.980856	-0.524112	0.113812
513	traj_0000/img/image_1_1351.png	0.998313	-0.024559	-0.009438	0.051768	0.785322	-0.461855	0.081306
516	traj_0000/img/image_1_1354.png	0.997865	-0.033069	-0.011902	0.055045	0.759890	-0.474092	0.078750
519	traj_0000/img/image_1_1357.png	0.998788	-0.021959	-0.008182	0.043277	0.558705	-0.381159	0.044042
522	traj_0000/img/image_1_1360.png	0.998695	-0.019791	-0.009217	0.046161	0.547388	-0.392189	0.039319
525	traj_0000/img/image_1_1363.png	0.996034	-0.037710	-0.015254	0.079135	0.897656	-0.650193	0.080017
528	traj_0000/img/image_1_1366.png	0.995569	-0.046969	-0.020114	0.078942	0.856849	-0.685287	0.068063
531	traj_0000/img/image_1_1369.png	0.996686	-0.050402	-0.021815	0.060009	0.641801	-0.570194	0.009716
534	traj_0000/img/image_1_1372.png	0.997567	-0.046677	-0.019752	0.047860	0.463342	-0.434162	-0.029233
537	traj_0000/img/image_1_1375.png	0.997119	-0.051443	-0.021566	0.051399	0.438533	-0.413944	-0.050992
540	traj_0000/img/image_1_1378.png	0.996980	-0.049019	-0.023931	0.055272	0.430250	-0.404152	-0.072216
543	traj_0000/img/image_1_1381.png	0.992343	-0.070767	-0.035488	0.094801	0.699530	-0.601372	-0.117985
546	traj_0000/img/image_1_1384.png	0.997271	-0.039684	-0.020524	0.058767	0.389480	-0.345895	-0.086361
549	traj_0000/img/image_1_1387.png	0.995235	-0.052004	-0.026249	0.078188	0.508992	-0.414881	-0.095791
552	traj_0000/img/image_1_1390.png	0.997349	-0.035530	-0.019600	0.060403	0.376820	-0.297389	-0.066336
555	traj_0000/img/image_1_1393.png	0.997550	-0.027932	-0.018314	0.061467	0.379043	-0.280970	-0.047593
558	traj_0000/img/image_1_1396.png	0.996498	-0.007277	-0.026504	0.078967	0.518274	-0.346710	-0.006977
561	traj_0000/img/image_1_1399.png	0.997850	0.003696	-0.034099	0.055845	0.403144	-0.274616	0.046741
564	traj_0000/img/image_1_1402.png	0.997814	0.006700	-0.042530	0.050137	0.417826	-0.285214	0.082386
567	traj_0000/img/image_1_1405.png	0.997964	0.006810	-0.044553	0.045126	0.422792	-0.292312	0.105364
570	traj_0000/img/image_1_1408.png	0.998233	0.001868	-0.042700	0.041270	0.442295	-0.314400	0.121717
573	traj_0000/img/image_1_1411.png	0.999052	-0.002406	-0.028716	0.032631	0.448811	-0.333290	0.119746
576	traj_0000/img/image_1_1414.png	0.999521	-0.001899	-0.010932	0.028885	0.453407	-0.346725	0.118237
579	traj_0000/img/image_1_1417.png	0.999615	-0.009909	-0.002281	0.025805	0.447345	-0.351558	0.128879
582	traj_0000/img/image_1_1420.png	0.999631	-0.007525	-0.001504	0.026059	0.460064	-0.367756	0.146083
585	traj_0000/img/image_1_1423.png	0.999610	-0.003123	-0.004378	0.027407	0.462770	-0.377568	0.165827
588	traj_0000/img/image_1_1426.png	0.999572	-0.005075	-0.006713	0.028024	0.463733	-0.390038	0.186187
591	traj_0000/img/image_1_1429.png	0.999617	-0.006536	-0.006824	0.026013	0.452773	-0.395933	0.198404
594	traj_0000/img/image_1_1432.png	0.999663	-0.011389	-0.006280	0.022458	0.460415	-0.418283	0.213499
597	traj_0000/img/image_1_1435.png	0.999618	-0.017438	-0.009511	0.019233	0.462332	-0.431093	0.215593
600	traj_0000/img/image_1_1438.png	0.999578	-0.021392	-0.010242	0.016791	0.464483	-0.439460	0.211308
603	traj_0000/img/image_1_1441.png	0.999690	-0.019401	-0.009571	0.012324	0.458354	-0.435460	0.198251
606	traj_0000/img/image_1_1444.png	0.999802	-0.018042	-0.006167	0.005763	0.472959	-0.441292	0.193512
609	traj_0000/img/image_1_1447.png	0.999700	-0.023618	-0.006380	0.001253	0.648560	-0.566782	0.255440
612	traj_0000/img/image_1_1450.png	0.999882	-0.015278	-0.000692	-0.001347	0.487754	-0.391253	0.173626
615	traj_0000/img/image_1_1453.png	0.999960	-0.008812	-0.001432	-0.001071	0.509945	-0.370918	0.176196
618	traj_0000/img/image_1_1456.png	0.999984	-0.004832	-0.000283	-0.002811	0.689677	-0.442330	0.239743
621	traj_0000/img/image_1_1459.png	0.999958	0.003817	0.003047	-0.007787	0.719254	-0.389511	0.261176
624	traj_0000/img/image_1_1462.png	0.999935	0.004351	0.001341	-0.010491	0.552861	-0.246097	0.206619
627	traj_0000/img/image_1_1465.png	0.999849	0.011218	0.001522	-0.013211	0.555207	-0.199893	0.203042
630	traj_0000/img/image_1_1468.png	0.999429	0.024566	-0.000682	-0.023199	0.966381	-0.250463	0.344297
633	traj_0000/img/image_1_1471.png	0.999749	0.015666	-0.001280	-0.015981	0.803156	-0.111150	0.281995
636	traj_0000/img/image_1_1474.png	0.999417	0.024772	0.000656	-0.023470	1.001985	-0.053666	0.350843
639	traj_0000/img/image_1_1477.png	0.999631	0.018853	0.000637	-0.019522	0.617327	0.024574	0.208821
642	traj_0000/img/image_1_1480.png	0.999565	0.019527	-0.000318	-0.022102	0.621371	0.066629	0.200724
645	traj_0000/img/image_1_1483.png	0.999531	0.020211	-0.000293	-0.023017	0.622689	0.106145	0.184130
648	traj_0000/img/image_1_1486.png	0.999567	0.018633	-0.001219	-0.022760	0.609078	0.139171	0.162661
651	traj_0000/img/image_1_1489.png	0.999573	0.016784	-0.003227	-0.023721	0.618719	0.174191	0.148429
654	traj_0000/img/image_1_1492.png	0.999324	0.015804	-0.005550	-0.032733	0.825412	0.269423	0.175795
657	traj_0000/img/image_1_1495.png	0.999183	0.014569	-0.003176	-0.037572	0.801505	0.307957	0.143123
660	traj_0000/img/image_1_1498.png	0.999440	0.012588	-0.002982	-0.030853	0.592049	0.269226	0.083626
663	traj_0000/img/image_1_1501.png	0.999410	0.011719	-0.001668	-0.032227	0.566032	0.288597	0.059950
666	traj_0000/img/image_1_1504.png	0.999358	0.011065	-0.000411	-0.034087	0.561004	0.317976	0.038574
669	traj_0000/img/image_1_1507.png	0.999343	0.012922	-0.001512	-0.033839	0.543013	0.340752	0.018391
672	traj_0000/img/image_1_1510.png	0.999370	0.016842	-0.001803	-0.031193	0.523554	0.359966	-0.000795
675	traj_0000/img/image_1_1513.png	0.999491	0.013642	-0.002526	-0.028712	0.505257	0.371426	-0.017164
678	traj_0000/img/image_1_1516.png	0.999574	0.012292	-0.003353	-0.026263	0.480981	0.369916	-0.025126
681	traj_0000/img/image_1_1519.png	0.999626	0.010204	-0.003672	-0.025094	0.476379	0.377270	-0.034086
684	traj_0000/img/image_1_1522.png	0.999656	0.010429	-0.001931	-0.023998	0.463451	0.374730	-0.039334
687	traj_0000/img/image_1_1525.png	0.999688	0.010463	-0.002703	-0.022519	0.452421	0.369057	-0.041882
690	traj_0000/img/image_1_1528.png	0.999810	0.007471	-0.004796	-0.017342	0.434877	0.353860	-0.038796
693	traj_0000/img/image_1_1531.png	0.999835	0.008551	-0.005019	-0.015252	0.438085	0.348759	-0.030647
696	traj_0000/img/image_1_1534.png	0.999828	0.011484	-0.003649	-0.014077	0.434142	0.333800	-0.020128
699	traj_0000/img/image_1_1537.png	0.999817	0.013069	-0.002381	-0.013757	0.431607	0.316237	-0.008685
702	traj_0000/img/image_1_1540.png	0.999774	0.015247	-0.000266	-0.014819	0.422486	0.290029	0.002866
705	traj_0000/img/image_1_1543.png	0.999752	0.014341	0.000880	-0.017016	0.431568	0.275303	0.010534
708	traj_0000/img/image_1_1546.png	0.999872	0.000903	-0.000112	-0.015984	0.431934	0.255050	0.020854
711	traj_0000/img/image_1_1549.png	0.999867	-0.002483	-0.000567	-0.016120	0.433570	0.235584	0.041379
714	traj_0000/img/image_1_1552.png	0.999868	-0.002154	-0.003433	-0.015723	0.428146	0.213805	0.064356
717	traj_0000/img/image_1_1555.png	0.999803	-0.002101	-0.007393	-0.018311	0.440110	0.201609	0.085455
720	traj_0000/img/image_1_1558.png	0.999760	-0.001169	-0.006025	-0.021046	0.440758	0.189259	0.095212
723	traj_0000/img/image_1_1561.png	0.999690	0.002172	-0.004033	-0.024480	0.441381	0.180751	0.103087
726	traj_0000/img/image_1_1564.png	0.999656	0.000077	-0.003354	-0.026026	0.431681	0.172843	0.107147
729	traj_0000/img/image_1_1567.png	0.999559	-0.000275	-0.000088	-0.029701	0.440035	0.173539	0.114117
732	traj_0000/img/image_1_1570.png	0.999497	0.003867	-0.000646	-0.031463	0.438891	0.176361	0.119621
735	traj_0000/img/image_1_1573.png	0.999449	0.007748	0.000325	-0.032283	0.437050	0.181723	0.120053
738	traj_0000/img/image_1_1576.png	0.999497	0.008047	0.000684	-0.030669	0.426745	0.184497	0.117398
